TrialNumber,BlockNumber,Run,StepNumber,ConditionCode,ConditionName,Domain,QuestionResult,ReversalPoints,StairCaseValue,TimeStampStartQuestion,TimestampEndQuestion,ResponseTime,Attempt,percent,log_percent,SCV_abs,max_strength,ReversalVal,Subject,Study,Filename
4,1,1,1,3020201,Saturated,Perception,1,0,21.97,171901290,171902712,1.422473,1,100,4.61512051684126,21.97,21.97,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
5,1,1,2,3020201,Saturated,Perception,1,0,14.2805,171912191,171913952,1.761582,1,65,4.18965474202643,14.2805,21.97,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
6,1,1,3,3020201,Saturated,Perception,1,0,9.282325,171925454,171926857,1.402431,1,42.25,3.76699723337789,9.282325,21.97,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
7,1,1,4,3020201,Saturated,Perception,0,0,6.033511,171936377,171937941,1.5639,1,27.4624988620847,3.3485873914104,6.033511,21.97,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
8,1,1,5,3020201,Saturated,Perception,0,0,9.282325,171947362,171949348,1.985476,1,42.25,3.76699723337789,9.282325,21.97,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
9,1,1,6,3020201,Saturated,Perception,1,1,14.2805,171958367,171959687,1.320628,1,65,4.18965474202643,14.2805,21.97,14.2805,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
10,1,1,7,3020201,Saturated,Perception,0,1,9.282325,172008660,172010971,2.311076,1,42.25,3.76699723337789,9.282325,21.97,9.282325,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
11,1,1,8,3020201,Saturated,Perception,1,1,14.2805,172020344,172021478,1.133586,1,65,4.18965474202643,14.2805,21.97,14.2805,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
12,1,1,9,3020201,Saturated,Perception,0,1,9.282325,172030786,172032683,1.896416,1,42.25,3.76699723337789,9.282325,21.97,9.282325,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
13,1,1,10,3020201,Saturated,Perception,1,1,14.2805,172041921,172043079,1.158156,1,65,4.18965474202643,14.2805,21.97,14.2805,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
33,3,1,1,2210101,Light,Nature,1,0,4.162,172607193,172608768,1.574902,1,100,4.61512051684126,4.162,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
34,3,1,2,2210101,Light,Nature,1,0,2.4972,172619035,172620740,1.705348,1,60,4.11087386417331,2.4972,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
35,3,1,3,2210101,Light,Nature,1,0,1.49832,172630041,172631347,1.306222,1,36,3.61091791264423,1.49832,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
36,3,1,4,2210101,Light,Nature,1,0,0.898992,172640552,172642142,1.590166,1,21.6,3.11794990627824,0.898992,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
36,3,1,5,2210101,Light,Nature,1,0,0.5393952,172640552,172642142,1.590166,1,12.96,2.63619609733423,0.5393952,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
37,3,1,6,2210101,Light,Nature,0,1,0.32363712,172651628,172653314,1.685765,1,7.776,2.17202072297293,0.32363712,4.162,0.32363712,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
38,3,1,7,2210101,Light,Nature,0,0,0.5393952,172702677,172704698,2.021778,1,12.96,2.63619609733423,0.5393952,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
39,3,1,8,2210101,Light,Nature,0,0,0.898992,172714427,172716704,2.276796,1,21.6,3.11794990627824,0.898992,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
40,3,1,9,2210101,Light,Nature,0,0,1.49832,172726301,172727587,1.285942,1,36,3.61091791264423,1.49832,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
41,3,1,10,2210101,Light,Nature,1,1,2.4972,172736958,172738161,1.203655,1,60,4.11087386417331,2.4972,4.162,2.4972,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
44,3,1,11,2210101,Light,Nature,1,0,1.49832,172824020,172825341,1.320478,1,36,3.61091791264423,1.49832,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
45,3,1,12,2210101,Light,Nature,1,0,0.898992,172834678,172836458,1.780244,1,21.6,3.11794990627824,0.898992,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
46,3,1,13,2210101,Light,Nature,1,0,0.5393952,172846303,172847687,1.383541,1,12.96,2.63619609733423,0.5393952,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
47,3,1,14,2210101,Light,Nature,0,1,0.32363712,172857411,172859359,1.948079,1,7.776,2.17202072297293,0.32363712,4.162,0.32363712,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
48,3,1,15,2210101,Light,Nature,0,0,0.5393952,172908896,172909988,1.092175,1,12.96,2.63619609733423,0.5393952,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
49,3,1,16,2210101,Light,Nature,0,0,0.898992,172919439,172920616,1.177063,1,21.6,3.11794990627824,0.898992,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
50,3,1,17,2210101,Light,Nature,0,0,1.49832,172929879,172931001,1.122185,1,36,3.61091791264423,1.49832,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
51,3,1,18,2210101,Light,Nature,1,1,2.4972,172940476,172941963,1.487546,1,60,4.11087386417331,2.4972,4.162,2.4972,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
51,3,1,19,2210101,Light,Nature,1,0,1.49832,172940476,172941963,1.487546,1,36,3.61091791264423,1.49832,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
51,3,1,20,2210101,Light,Nature,1,0,0.898992,172940476,172941963,1.487546,1,21.6,3.11794990627824,0.898992,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
51,3,1,21,2210101,Light,Nature,1,0,0.5393952,172940476,172941963,1.487546,1,12.96,2.63619609733423,0.5393952,4.162,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
51,3,1,22,2210101,Light,Nature,0,1,0.32363712,172940476,172941963,1.487546,1,7.776,2.17202072297293,0.32363712,4.162,0.32363712,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
56,4,1,1,3010101,Unsaturated,Perception,1,0,-14.2805,173027852,173028862,1.010782,1,100,4.61512051684126,14.2805,-14.2805,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
57,4,1,2,3010101,Unsaturated,Perception,1,0,-9.282325,173120197,173122074,1.876695,1,65,4.18965474202643,9.282325,-14.2805,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
58,4,1,3,3010101,Unsaturated,Perception,1,0,-6.033511,173131101,173132447,1.345467,1,42.249998249361,3.76699719290069,6.033511,-14.2805,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
59,4,1,4,3010101,Unsaturated,Perception,0,0,-3.921782,173143009,173145052,2.042715,1,27.4624978117013,3.34858735450628,3.921782,-14.2805,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
60,4,1,5,3010101,Unsaturated,Perception,0,0,-6.033511,173153748,173155159,1.411217,1,42.249998249361,3.76699719290069,6.033511,-14.2805,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
61,4,1,6,3010101,Unsaturated,Perception,1,1,-9.282325,173204128,173205687,1.558444,1,65,4.18965474202643,9.282325,-14.2805,9.282325,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
62,4,1,7,3010101,Unsaturated,Perception,0,1,-6.033511,173214707,173216705,1.997913,1,42.249998249361,3.76699719290069,6.033511,-14.2805,6.033511,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
63,4,1,8,3010101,Unsaturated,Perception,0,0,-9.282325,173225630,173227045,1.415105,1,65,4.18965474202643,9.282325,-14.2805,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
64,4,1,9,3010101,Unsaturated,Perception,1,1,-14.2805,173235787,173237028,1.241321,1,100,4.61512051684126,14.2805,-14.2805,14.2805,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
65,4,1,10,3010101,Unsaturated,Perception,1,0,-9.282325,173246225,173247680,1.455878,1,65,4.18965474202643,9.282325,-14.2805,,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
66,4,1,11,3010101,Unsaturated,Perception,0,1,-6.033511,173257911,173306161,8.249772,1,42.249998249361,3.76699719290069,6.033511,-14.2805,6.033511,023,05,Answers_Sub-023_Plan-JND_RunID-20230116-171736_fake_light_22.csv
