Condition,prob,my_thresholds,Mcf_pR
Delay,0.25,3.95382418474777,0.575366879156053
Delay,0.5,4.12315926012459,0.575366879156053
Delay,0.75,4.2924951432162,0.575366879156053
Delay,0.95,4.57701144489047,0.575366879156053
Light,0.25,4.30959543689552,-0.241635851914822
Light,0.5,4.45634795074998,-0.241635851914822
Light,0.75,4.60310001171536,-0.241635851914822
Light,0.95,4.8496645650541,-0.241635851914822
Ripple,0.25,4.53286912011354,0.945184420697069
Ripple,0.5,4.62722915607162,0.945184420697069
Ripple,0.75,4.72159130071908,0.945184420697069
Ripple,0.95,4.88015334768327,0.945184420697069
