Condition,resp_porp,stim_val,pr2
Grow,0.25,3.22931868648219+0i,0.850825899294031
Grow,0.5,3.55109469671876+0i,0.850825899294031
Grow,0.75,3.87287065965706+0i,0.850825899294031
Grow,0.95,4.41350056833903+0i,0.850825899294031
Shrink,0.25,3.57403011023881+0i,0.607395042335509
Shrink,0.5,3.92140547695716+0i,0.607395042335509
Shrink,0.75,4.26877956377305+0i,0.607395042335509
Shrink,0.95,4.85242775589854+0i,0.607395042335509
Delay,0.25,3.61261756718076+0i,0.94221715551655
Delay,0.5,3.76347106960051+0i,0.94221715551655
Delay,0.75,3.91433813966436+0i,0.94221715551655
Delay,0.95,4.16794526983092+0i,0.94221715551655
Heavy,0.25,3.45079530524624+0i,0.424071048232111
Heavy,0.5,3.54388097194527+0i,0.424071048232111
Heavy,0.75,3.64566989533256+0i,0.424071048232111
Heavy,0.95,3.88691349513752+0.255423115606671i,0.424071048232111
Light,0.25,3.23366548974605+0i,0.431251227239626
Light,0.5,3.29340905315675+0i,0.431251227239626
Light,0.75,3.36258933993168+0i,0.431251227239626
Light,0.95,3.44115070033265+0.160182736774613i,0.431251227239626
Slow,0.25,4.27442650115102+0i,0.905858579234941
Slow,0.5,4.33064622030937+0i,0.905858579234941
Slow,0.75,4.38686428912082+0i,0.905858579234941
Slow,0.95,4.4813177902296+0i,0.905858579234941
Fast,0.25,3.68263570331698+0i,0.55100195850634
Fast,0.5,3.73890147549012+0i,0.55100195850634
Fast,0.75,3.79994054007119+0i,0.55100195850634
Fast,0.95,3.97161068014324+0.154917979514102i,0.55100195850634
Saturated,0.25,2.95845414458373+0i,0.918307379604786
Saturated,0.5,3.28594613003394+0i,0.918307379604786
Saturated,0.75,3.61343812151356+0i,0.918307379604786
Saturated,0.95,4.16367185431392+0i,0.918307379604786
Unsaturated,0.25,2.14046673457972+0i,0.315157554441505
Unsaturated,0.5,2.77169444285881+0i,0.315157554441505
Unsaturated,0.75,3.40288877592303+0i,0.315157554441505
Unsaturated,0.95,4.463365049291+0i,0.315157554441505
Ripple,0.25,3.89890715971396+0i,0.898265755609903
Ripple,0.5,4.0471229281389+0i,0.898265755609903
Ripple,0.75,4.19533865544533+0i,0.898265755609903
Ripple,0.95,4.44436245993649+0i,0.898265755609903
