Condition,prob,my_thresholds,Mcf_pR
Grow,0.25,3.92493608690415,0.59514527009098
Grow,0.5,4.06803125231533,0.59514527009098
Grow,0.75,4.21112665606735,0.59514527009098
Grow,0.95,4.4515497872946,0.59514527009098
Shrink,0.25,4.04830536429216,0.908467098334081
Shrink,0.5,4.17259174203365,0.908467098334081
Shrink,0.75,4.29687902543684,0.908467098334081
Shrink,0.95,4.50570823063012,0.908467098334081
Delay,0.25,3.44619667293639,0.653751670114136
Delay,0.5,3.79450285052956,0.653751670114136
Delay,0.75,4.14280904462938,0.653751670114136
Delay,0.95,4.72801383023474,0.653751670114136
Heavy,0.25,3.78608716118282,0.896523660614159
Heavy,0.5,3.80386592210823,0.896523660614159
Heavy,0.75,3.82164468250722,0.896523660614159
Heavy,0.95,3.85151556144219,0.896523660614159
Light,0.25,4.31307139302783,0.989635892653264
Light,0.5,4.37368545074242,0.989635892653264
Light,0.75,4.4342995261827,0.989635892653264
Light,0.95,4.53614009704918,0.989635892653264
Fast,0.25,4.01819397721898,0.697914999129192
Fast,0.5,4.15917606216336,0.697914999129192
Fast,0.75,4.30015835206637,0.697914999129192
Fast,0.95,4.53703082589803,0.697914999129192
Saturated,0.25,2.95108520330318,0.898332482208031
Saturated,0.5,3.18327450576276,0.898332482208031
Saturated,0.75,3.41546384761468,0.898332482208031
Saturated,0.95,3.80557572209817,0.898332482208031
Unsaturated,0.25,3.24299881966458,0.949845297733637
Unsaturated,0.5,3.39072413564404,0.949845297733637
Unsaturated,0.75,3.53844956655717,0.949845297733637
Unsaturated,0.95,3.78665064367091,0.949845297733637
Ripple,0.25,3.91283003729098,0.89831158314536
Ripple,0.5,4.05896056975419,0.89831158314536
Ripple,0.75,4.20509111172548,0.89831158314536
Ripple,0.95,4.45061191419571,0.89831158314536
