Condition,prob,my_thresholds,Mcf_pR
Delay,0.25,3.15717518673759,0.730164559600412
Delay,0.5,3.41602198660228,0.730164559600412
Delay,0.75,3.67486941706624,0.730164559600412
Delay,0.95,4.10977632003994,0.730164559600412
Light,0.25,4.55772071290313,0.736508899362552
Light,0.5,4.61510058164464,0.736508899362552
Light,0.75,4.67248051906521,0.736508899362552
Light,0.95,4.7688880317634,0.736508899362552
Ripple,0.25,4.23547527744297,0.373543743740638
Ripple,0.5,4.40775253569219,0.373543743740638
Ripple,0.75,4.58002884243769,0.373543743740638
Ripple,0.95,4.86947722521449,0.373543743740638
