Condition,resp_porp,stim_val,pr2
Grow,0.25,4.02285904693054,0.898122098138204
Grow,0.5,4.14588906216279,0.898122098138204
Grow,0.75,4.26891904080044,0.898122098138204
Grow,0.95,4.47562732557387,0.898122098138204
Shrink,0.25,3.74979536547413,0.941605354535748
Shrink,0.5,3.87396166378962,0.941605354535748
Shrink,0.75,3.9981280261583,0.941605354535748
Shrink,0.95,4.20674600799886,0.941605354535748
Delay,0.25,3.11209582756794,0.554155187804765
Delay,0.5,3.4600109903456,0.554155187804765
Delay,0.75,3.80792615646753,0.554155187804765
Delay,0.95,4.39247372807729,0.554155187804765
Heavy,0.25,4.38928545213911,0.730731110732136
Heavy,0.5,4.46979241367943,0.730731110732136
Heavy,0.75,4.55030017918993,0.730731110732136
Heavy,0.95,4.68557245188487,0.730731110732136
Light,0.25,3.45114823287735,0.578779919958429
Light,0.5,3.66634713245887,0.578779919958429
Light,0.75,3.88154608493812,0.578779919958429
Light,0.95,4.24311184420509,0.578779919958429
Slow,0.25,4.29900726234662,0.876483073590705
Slow,0.5,4.38969032754206,0.876483073590705
Slow,0.75,4.48037322525448,0.876483073590705
Slow,0.95,4.63273343693005,0.876483073590705
Fast,0.25,4.00531899598631,0.654542838670687
Fast,0.5,4.11861124207255,0.654542838670687
Fast,0.75,4.23190356786749,0.654542838670687
Fast,0.95,4.4222517561426,0.654542838670687
Saturated,0.25,3.61896880613423,0.874379487958246
Saturated,0.5,3.85682705146683,0.874379487958246
Saturated,0.75,4.09468791544169,0.874379487958246
Saturated,0.95,4.49435321400753,0.874379487958246
Unsaturated,0.25,3.78297830029866,0.983332106624652
Unsaturated,0.5,3.95612659166795,0.983332106624652
Unsaturated,0.75,4.12927494531552,0.983332106624652
Unsaturated,0.95,4.42018991035465,0.983332106624652
Ripple,0.25,3.83773377847216,0.78276743408523
Ripple,0.5,3.97732670806147,0.78276743408523
Ripple,0.75,4.11692598299732,0.78276743408523
Ripple,0.95,4.3515330369408,0.78276743408523
