Condition,resp_porp,stim_val,pr2
Grow,0.2,1.84720270784815+0i,0.961291428716948
Grow,0.5,2.0401460321346+0i,0.961291428716948
Grow,0.75,2.19304174637591+0i,0.961291428716948
Grow,0.95,2.44992449455965+0i,0.961291428716948
Shrink,0.2,2.68970049010861+0i,0.674028169046166
Shrink,0.5,3.23293114476625+0i,0.674028169046166
Shrink,0.75,3.66343125279252+0i,0.674028169046166
Shrink,0.95,4.3867333863317+0i,0.674028169046166
Real Delay,0.2,2.91489039344174+0i,0.856123578153763
Real Delay,0.5,3.22165783156481+0i,0.856123578153763
Real Delay,0.75,3.46476624946503+0i,0.856123578153763
Real Delay,0.95,3.87323213304031+0i,0.856123578153763
High Gravity,0.2,2.93013558742085+0i,0.543394452529632
High Gravity,0.5,3.03167213722383+0i,0.543394452529632
High Gravity,0.75,3.11995187635934+0i,0.543394452529632
High Gravity,0.95,3.33377582814048+0.221886288759561i,0.543394452529632
Low Gravity,0.2,3.20571751720686+0i,0.960660436580287
Low Gravity,0.5,3.30355400021178+0i,0.960660436580287
Low Gravity,0.75,3.3810834578644+0i,0.960660436580287
Low Gravity,0.95,3.51134214981737+0i,0.960660436580287
Slow Time,0.2,3.19570105428168+0i,0.86813140526165
Slow Time,0.5,3.36854628856867+0i,0.86813140526165
Slow Time,0.75,3.50552361672337+0i,0.86813140526165
Slow Time,0.95,3.7356717159461+0i,0.86813140526165
Fast Time,0.2,4.03477900911087+0i,0.596579620158949
Fast Time,0.5,4.21584389449721+0i,0.596579620158949
Fast Time,0.75,4.35933442971774+0i,0.596579620158949
Fast Time,0.95,4.60041925862684+0i,0.596579620158949
High Saturation,0.2,3.35058464777829+0i,0.918146899646655
High Saturation,0.5,3.62503119487748+0i,0.918146899646655
High Saturation,0.75,3.8425249682856+0i,0.918146899646655
High Saturation,0.95,4.20794669712263+0i,0.918146899646655
Low Saturation,0.2,1.88397332294242+0i,0.939740289116267
Low Saturation,0.5,2.04907500572338+0i,0.939740289116267
Low Saturation,0.75,2.17991490427443+0i,0.939740289116267
Low Saturation,0.95,2.39974471743874+0i,0.939740289116267
Ripple,0.2,3.7174716929594+0i,0.876662788931292
Ripple,0.5,4.01852358912559+0i,0.876662788931292
Ripple,0.75,4.25709317200216+0i,0.876662788931292
Ripple,0.95,4.65792027686048+0i,0.876662788931292
