Condition,resp_porp,stim_val,pr2
Grow,0.25,2.89378451363895+0i,0.776496789751853
Grow,0.5,3.20979061076754+0i,0.776496789751853
Grow,0.75,3.52579640074375+0i,0.776496789751853
Grow,0.95,4.05673139513971+0i,0.776496789751853
Shrink,0.25,3.25078426827783+0i,0.86267703837479
Shrink,0.5,3.46586315792921+0i,0.86267703837479
Shrink,0.75,3.68094196159436+0i,0.86267703837479
Shrink,0.95,4.04230523893784+0i,0.86267703837479
Delay,0.25,3.01935641361214+0i,0.652786285506175
Delay,0.5,3.30964957225617+0i,0.652786285506175
Delay,0.75,3.59994274664693+0i,0.652786285506175
Delay,0.95,4.08767719603201+0i,0.652786285506175
Heavy,0.25,3.19259211572544+0i,0.986701783883833
Heavy,0.5,3.26101222791953+0i,0.986701783883833
Heavy,0.75,3.32943236955871+0i,0.986701783883833
Heavy,0.95,3.4443884948888+0i,0.986701783883833
Light,0.25,4.03502527603271+0i,0.644946249817284
Light,0.5,4.18995194598295+0i,0.644946249817284
Light,0.75,4.34487861583884+0i,0.644946249817284
Light,0.95,4.60517771305736+0i,0.644946249817284
Slow,0.25,3.93964429393771+0i,0.486781532560615
Slow,0.5,3.99935483940026+0i,0.486781532560615
Slow,0.75,4.06478553708387+0i,0.486781532560615
Slow,0.95,4.21406596305457+0.163696886577636i,0.486781532560615
Fast,0.25,3.99916432261274+0i,0.45239466306737
Fast,0.5,4.10680684913557+0i,0.45239466306737
Fast,0.75,4.21444937613597+0i,0.45239466306737
Fast,0.95,4.39530432070053+0i,0.45239466306737
Saturated,0.25,2.75049074283661+0i,0.955673478368996
Saturated,0.5,2.89374428542077+0i,0.955673478368996
Saturated,0.75,3.03699690125355+0i,0.955673478368996
Saturated,0.95,3.27768134064565+0i,0.955673478368996
Unsaturated,0.25,2.9026043721071+0i,0.961124714194629
Unsaturated,0.5,3.10555996477298+0i,0.961124714194629
Unsaturated,0.75,3.30852118442844+0i,0.961124714194629
Unsaturated,0.95,3.64957859207446+0i,0.961124714194629
Ripple,0.25,3.30784649824898+0i,0.926043852247459
Ripple,0.5,3.45424308538769+0i,0.926043852247459
Ripple,0.75,3.6006396673331+0i,0.926043852247459
Ripple,0.95,3.84660709333367+0i,0.926043852247459
