Condition,resp_porp,stim_val,pr2
Grow,0.25,2.42631212325725,0.962614724053749
Grow,0.5,2.54315592556305,0.962614724053749
Grow,0.75,2.66002827591307,0.962614724053749
Grow,0.95,2.85666185917861,0.962614724053749
Shrink,0.25,3.73596830314106,0.710407240752248
Shrink,0.5,3.95505154817491,0.710407240752248
Shrink,0.75,4.17413668708289,0.710407240752248
Shrink,0.95,4.54224919295362,0.710407240752248
Delay,0.25,3.99254399144019,0.932275208291032
Delay,0.5,4.14342486031673,0.932275208291032
Delay,0.75,4.2943019771956,0.932275208291032
Delay,0.95,4.54779491099219,0.932275208291032
Heavy,0.25,3.08747907599266,0.434805022911318
Heavy,0.5,3.34520175207067,0.434805022911318
Heavy,0.75,3.60294821484053,0.434805022911318
Heavy,0.95,4.0362250289819,0.434805022911318
Light,0.25,4.16988365548593,0.869874607366115
Light,0.5,4.29611148438709,0.869874607366115
Light,0.75,4.42233931837701,0.869874607366115
Light,0.95,4.63442040714527,0.869874607366115
Slow,0.25,3.2111560474802,0.603898560455525
Slow,0.5,3.33044886776791,0.603898560455525
Slow,0.75,3.44972490360056,0.603898560455525
Slow,0.95,3.65011684494752,0.603898560455525
Fast,0.25,2.48613765945453,0.3287790914745
Fast,0.5,2.87261881562555,0.3287790914745
Fast,0.75,3.25910051217656,0.3287790914745
Fast,0.95,3.90845061505969,0.3287790914745
Saturated,0.25,3.08073666528824,0.698193231110327
Saturated,0.5,3.34137762195492,0.698193231110327
Saturated,0.75,3.60201721571893,0.698193231110327
Saturated,0.95,4.03992838646027,0.698193231110327
Unsaturated,0.25,3.69825755558,0.877927699984178
Unsaturated,0.5,3.94769350012627,0.877927699984178
Unsaturated,0.75,4.19711275370491,0.877927699984178
Unsaturated,0.95,4.61616247682536,0.877927699984178
Ripple,0.25,3.83302385100439,0.645315287874484
Ripple,0.5,4.09764164061229,0.645315287874484
Ripple,0.75,4.3622593320572,0.645315287874484
Ripple,0.95,4.80685506137079,0.645315287874484
