Condition,prob,my_thresholds,Mcf_pR
Grow,0.25,2.61190278154191,0.726272905097221
Grow,0.5,2.99247989563505,0.726272905097221
Grow,0.75,3.37305701401551,0.726272905097221
Grow,0.95,4.01248136681508,0.726272905097221
Shrink,0.25,2.54513021951312,0.428386238259807
Shrink,0.5,2.96536684092639,0.428386238259807
Shrink,0.75,3.38556274138096,0.428386238259807
Shrink,0.95,4.09152674209646,0.428386238259807
Delay,0.25,1.70535782919726,0.956836019621733
Delay,0.5,1.82930136567319,0.956836019621733
Delay,0.75,1.95324726028847,0.956836019621733
Delay,0.95,2.16151666344603,0.956836019621733
Heavy,0.25,2.23717341911475,0.668211822463614
Heavy,0.5,2.35549618184059,0.668211822463614
Heavy,0.75,2.4738187663903,0.668211822463614
Heavy,0.95,2.67261765026922,0.668211822463614
Light,0.25,3.16279309735178,0.924889948703517
Light,0.5,3.2599704355914,0.924889948703517
Light,0.75,3.35714708742609,0.924889948703517
Light,0.95,3.52041741485511,0.924889948703517
Fast,0.25,2.85423311338809,0.421840305014636
Fast,0.5,3.09275213603568,0.421840305014636
Fast,0.75,3.33127109722463,0.421840305014636
Fast,0.95,3.73201724424622,0.421840305014636
Saturated,0.25,1.67128640964026,0.796188543955838
Saturated,0.5,1.89989561900654,0.796188543955838
Saturated,0.75,2.12848325279543,0.796188543955838
Saturated,0.95,2.5125297891547,0.796188543955838
Unsaturated,0.25,1.96280768585251,0.792888059017108
Unsaturated,0.5,2.18048454051852,0.792888059017108
Unsaturated,0.75,2.3981619622213,0.792888059017108
Unsaturated,0.95,2.76389672403926,0.792888059017108
Ripple,0.25,2.46157246820616,0.482071874564062
Ripple,0.5,2.77218140972052,0.482071874564062
Ripple,0.75,3.08279034883527,0.482071874564062
Ripple,0.95,3.60465806825055,0.482071874564062
