Condition,resp_porp,stim_val,pr2
Grow,0.25,3.14694435239886+0i,0.517102714901603
Grow,0.5,3.27395277257623+0i,0.517102714901603
Grow,0.75,3.41209321052959+0i,0.517102714901603
Grow,0.95,3.77730953400033+0.34930594431502i,0.517102714901603
Shrink,0.25,2.26778453897001+0i,0.516436787685965
Shrink,0.5,2.89265122691018+0i,0.516436787685965
Shrink,0.75,3.51751658736845+0i,0.516436787685965
Shrink,0.95,4.56737980586827+0i,0.516436787685965
Delay,0.25,3.39744987627958+0i,0.665004152057029
Delay,0.5,3.66819769678008+0i,0.665004152057029
Delay,0.75,3.9389314897094+0i,0.665004152057029
Delay,0.95,4.39379449901184+0i,0.665004152057029
Heavy,0.25,3.8398704263036+0i,0.835422761623281
Heavy,0.5,3.8939620153534+0i,0.835422761623281
Heavy,0.75,3.94805353810658+0i,0.835422761623281
Heavy,0.95,4.03893532377726+0i,0.835422761623281
Light,0.25,4.31773414576859+0i,0.917644656471955
Light,0.5,4.40078986984655+0i,0.917644656471955
Light,0.75,4.48383502924161+0i,0.917644656471955
Light,0.95,4.62335620607508+0i,0.917644656471955
Slow,0.25,3.95823526762299+0i,0.932164593174404
Slow,0.5,4.01477109963751+0i,0.932164593174404
Slow,0.75,4.07130582890439+0i,0.932164593174404
Slow,0.95,4.16629161373601+0i,0.932164593174404
Fast,0.25,2.74648648168425+0i,0.300963242813741
Fast,0.5,3.12927324551656+0i,0.300963242813741
Fast,0.75,3.51204798190309+0i,0.300963242813741
Fast,0.95,4.15515703547951+0i,0.300963242813741
Saturated,0.25,3.4412441144032+0i,0.669716890215644
Saturated,0.5,3.84781697507273+0i,0.669716890215644
Saturated,0.75,4.25440021420032+0i,0.669716890215644
Saturated,0.95,4.9376169596572+0i,0.669716890215644
Unsaturated,0.25,3.05170198260251+0i,0.627455455817813
Unsaturated,0.5,3.31274867797806+0i,0.627455455817813
Unsaturated,0.75,3.57379534197465+0i,0.627455455817813
Unsaturated,0.95,4.01239129043483+0i,0.627455455817813
Ripple,0.25,4.03593537406615+0i,0.936651241416857
Ripple,0.5,4.18617884966825+0i,0.936651241416857
Ripple,0.75,4.33642216277468+0i,0.936651241416857
Ripple,0.95,4.58885245205881+0i,0.936651241416857
