Condition,resp_porp,stim_val,pr2
Grow,0.25,3.2738573624622,0.822516259138362
Grow,0.5,3.39094741174008,0.822516259138362
Grow,0.75,3.50803754888019,0.822516259138362
Grow,0.95,3.70476679132737,0.822516259138362
Shrink,0.25,3.78870971339731,0.87462565711112
Shrink,0.5,3.98619281116816,0.87462565711112
Shrink,0.75,4.18367591229632,0.87462565711112
Shrink,0.95,4.5154759648649,0.87462565711112
Delay,0.25,2.88211197061083,0.801287933063073
Delay,0.5,3.23174914688083,0.801287933063073
Delay,0.75,3.58138631390264,0.801287933063073
Delay,0.95,4.1688274898381,0.801287933063073
Heavy,0.25,2.4456429570505,0.549493172670992
Heavy,0.5,2.49936591523785,0.549493172670992
Heavy,0.75,2.55598047980814,0.549493172670992
Heavy,0.95,2.70824379561713,0.549493172670992
Light,0.25,3.87174621106313,0.735411024197858
Light,0.5,3.97050817609945,0.735411024197858
Light,0.75,4.06926625086591,0.735411024197858
Light,0.95,4.23519165297096,0.735411024197858
Slow,0.25,3.71732326854765,0.943511255354483
Slow,0.5,3.77354940872391,0.943511255354483
Slow,0.75,3.82977773200731,0.943511255354483
Slow,0.95,3.92427012462464,0.943511255354483
Fast,0.25,3.67225650780849,0.884173557991302
Fast,0.5,3.76526027609905,0.884173557991302
Fast,0.75,3.85826402156929,0.884173557991302
Fast,0.95,4.01452368014784,0.884173557991302
Saturated,0.25,3.67532134916504,0.922194794588282
Saturated,0.5,3.89867533920594,0.922194794588282
Saturated,0.75,4.12202670591587,0.922194794588282
Saturated,0.95,4.49728752241598,0.922194794588282
Unsaturated,0.25,3.87769554216771,0.750633418163762
Unsaturated,0.5,4.1238150367262,0.750633418163762
Unsaturated,0.75,4.36993452561416,0.750633418163762
Unsaturated,0.95,4.78345067417567,0.750633418163762
Ripple,0.25,2.58164818904103,0.656882381876073
Ripple,0.5,2.7196966011972,0.656882381876073
Ripple,0.75,2.8577452133972,0.656882381876073
Ripple,0.95,3.08968863802094,0.656882381876073
