Condition,resp_porp,stim_val,pr2
Grow,0.25,3.52308611726725+0i,0.916255424637922
Grow,0.5,3.64407211403019+0i,0.916255424637922
Grow,0.75,3.76505809256587+0i,0.916255424637922
Grow,0.95,3.96833201569138+0i,0.916255424637922
Shrink,0.25,3.40381582906519+0i,0.949382303316568
Shrink,0.5,3.52665805051264+0i,0.949382303316568
Shrink,0.75,3.64950150272893+0i,0.949382303316568
Shrink,0.95,3.85590784410998+0i,0.949382303316568
Delay,0.25,2.57398116985235+0i,0.370823443561603
Delay,0.5,3.05330595371808+0i,0.370823443561603
Delay,0.75,3.53263234304191+0i,0.370823443561603
Delay,0.95,4.33798490362574+0i,0.370823443561603
Heavy,0.25,3.95551577559978+0i,0.889409546719229
Heavy,0.5,4.0951037500648+0i,0.889409546719229
Heavy,0.75,4.23469023013041+0i,0.889409546719229
Heavy,0.95,4.46921465934093+0i,0.889409546719229
Light,0.25,3.72839715526762+0i,0.444134776047441
Light,0.5,3.82167299682993+0i,0.444134776047441
Light,0.75,3.92503113868967+0i,0.444134776047441
Light,0.95,4.12293977317952+0.254521884345268i,0.444134776047441
Slow,0.25,4.2236458196362+0i,0.314091130152058
Slow,0.5,4.36514961959242+0i,0.314091130152058
Slow,0.75,4.50665339057287+0i,0.314091130152058
Slow,0.95,4.74440070037157+0i,0.314091130152058
Fast,0.25,3.88777863586775+0i,0.949302850599767
Fast,0.5,3.94527591570222+0i,0.949302850599767
Fast,0.75,4.00277319833099+0i,0.949302850599767
Fast,0.95,4.09937699065017+0i,0.949302850599767
Saturated,0.25,3.61386827452681+0i,0.944307614205705
Saturated,0.5,3.76228916423513+0i,0.944307614205705
Saturated,0.75,3.91070528994374+0i,0.944307614205705
Saturated,0.95,4.16006274526631+0i,0.944307614205705
Unsaturated,0.25,3.14943040650511+0i,0.947794235228711
Unsaturated,0.5,3.29793802445924+0i,0.947794235228711
Unsaturated,0.75,3.44644567470662+0i,0.947794235228711
Unsaturated,0.95,3.69596038892243+0i,0.947794235228711
Ripple,0.25,3.15139384172723+0i,0.431706087840605
Ripple,0.5,3.51888345308018+0i,0.431706087840605
Ripple,0.75,3.8863759107081+0i,0.431706087840605
Ripple,0.95,4.50384309258516+0i,0.431706087840605
