Condition,resp_porp,stim_val,pr2
Grow,0.25,3.44168628858294,0.891573039733525
Grow,0.5,3.63723190341068,0.891573039733525
Grow,0.75,3.83277389076987,0.891573039733525
Grow,0.95,4.16131029682039,0.891573039733525
Shrink,0.25,3.78204095064266,0.942883686581404
Shrink,0.5,3.90689822691487,0.942883686581404
Shrink,0.75,4.0317581737824,0.942883686581404
Shrink,0.95,4.24156629661466,0.942883686581404
Delay,0.25,3.04835096539977,0.700216238239313
Delay,0.5,3.41575992763426,0.700216238239313
Delay,0.75,3.78317386307117,0.700216238239313
Delay,0.95,4.4005292898527,0.700216238239313
Heavy,0.25,3.8398704263036,0.835422761623281
Heavy,0.5,3.8939620153534,0.835422761623281
Heavy,0.75,3.94805353810658,0.835422761623281
Heavy,0.95,4.03893532377726,0.835422761623281
Light,0.25,3.54754601316423,-0.0981003039878097
Light,0.5,3.91289560930311,-0.0981003039878097
Light,0.75,4.27824572537965,-0.0981003039878097
Light,0.95,4.89209145807163,-0.0981003039878097
Slow,0.25,4.25467369056599,0.621591885066613
Slow,0.5,4.38450846366805,0.621591885066613
Slow,0.75,4.51434323439653,0.621591885066613
Slow,0.95,4.73248438335703,0.621591885066613
Fast,0.25,4.41281898226984,0.928452652812319
Fast,0.5,4.47033586600003,0.928452652812319
Fast,0.75,4.5278528045775,0.928452652812319
Fast,0.95,4.62449020351839,0.928452652812319
Saturated,0.25,3.48416229069419,0.65315123522198
Saturated,0.5,3.84175419590939,0.65315123522198
Saturated,0.75,4.19934534115542,0.65315123522198
Saturated,0.95,4.80014953289585,0.65315123522198
Unsaturated,0.25,3.48094879694943,0.910439287538836
Unsaturated,0.5,3.62772556720774,0.910439287538836
Unsaturated,0.75,3.7745024161976,0.910439287538836
Unsaturated,0.95,4.02110943984473,0.910439287538836
Ripple,0.25,3.3697737499992,0.97581151371983
Ripple,0.5,3.55713541958315,0.97581151371983
Ripple,0.75,3.74450464807245,0.97581151371983
Ripple,0.95,4.05938368418213,0.97581151371983
