Condition,prob,my_thresholds,Mcf_pR
Grow,0.25,3.51896656068287,0.999420305402216
Grow,0.5,3.56393945057705,0.999420305402216
Grow,0.75,3.60893120238158,0.999420305402216
Grow,0.95,3.68470329013185,0.999420305402216
Shrink,0.25,3.6723342666363,0.652604137505802
Shrink,0.5,3.96965505873006,0.652604137505802
Shrink,0.75,4.26697581670553,0.652604137505802
Shrink,0.95,4.7665174864674,0.652604137505802
Delay,0.25,3.29527106550555,0.766744304972536
Delay,0.5,3.34887344231464,0.766744304972536
Delay,0.75,3.40247293566597,0.766744304972536
Delay,0.95,3.49252598060486,0.766744304972536
Heavy,0.25,3.49834208567712,0.99997318245628
Heavy,0.5,3.51415075627594,0.99997318245628
Heavy,0.75,3.52995942015538,0.99997318245628
Heavy,0.95,3.55652030860794,0.99997318245628
Light,0.25,4.11525496447156,0.819552382247446
Light,0.5,4.12449601048776,0.819552382247446
Light,0.75,4.13373814555466,0.819552382247446
Light,0.95,4.14928111107397,0.819552382247446
Fast,0.25,4.03143820290214,0.930981673674354
Fast,0.5,4.08866693573825,0.930981673674354
Fast,0.75,4.14589575564035,0.930981673674354
Fast,0.95,4.24204936676165,0.930981673674354
Saturated,0.25,3.30775935841107,0.926040675518039
Saturated,0.5,3.45415976730517,0.926040675518039
Saturated,0.75,3.60056017055187,0.926040675518039
Saturated,0.95,3.84653393569175,0.926040675518039
Unsaturated,0.25,3.78937656955702,0.972443752374495
Unsaturated,0.5,3.97649265242483,0.972443752374495
Unsaturated,0.75,4.16360720274446,0.972443752374495
Unsaturated,0.95,4.47798560653563,0.972443752374495
Ripple,0.25,3.28286609983214,0.984040933786634
Ripple,0.5,3.33107205982146,0.984040933786634
Ripple,0.75,3.37927803946526,0.984040933786634
Ripple,0.95,3.46027124406476,0.984040933786634
