Condition,resp_porp,stim_val,pr2
Slow Time,0.25,3.96776177193361,0.316193569232247
Slow Time,0.5,4.11759694884829,0.316193569232247
Slow Time,0.75,4.26743221942521,0.316193569232247
Slow Time,0.999,5.05965272538069,0.316193569232247
Fast Time,0.25,3.89926596741138,0.742304465179243
Fast Time,0.5,4.09009345023476,0.742304465179243
Fast Time,0.75,4.28092058067922,0.742304465179243
Fast Time,0.999,5.28978675534589,0.742304465179243
Grow,0.25,1.10605985401528,0.862959474498578
Grow,0.5,1.36704240808025,0.862959474498578
Grow,0.75,1.62802496043063,0.862959474498578
Grow,0.999,3.00779467665361,0.862959474498578
