Condition,prob,my_thresholds,Mcf_pR
Grow,0.25,3.19166571591536,0.962247918702695
Grow,0.5,3.36077476508841,0.962247918702695
Grow,0.75,3.52988387907151,0.962247918702695
Grow,0.95,3.8140125173992,0.962247918702695
Shrink,0.25,1.77948560938101,0.0911368189660597
Shrink,0.5,2.54450863733996,0.0911368189660597
Shrink,0.75,3.30953165206302,0.0911368189660597
Shrink,0.95,4.59488036584983,0.0911368189660597
Delay,0.25,3.29525676075666,0.999768764208784
Delay,0.5,3.34888266340128,0.999768764208784
Delay,0.75,3.40250567942823,0.999768764208784
Delay,0.95,3.49259824399511,0.999768764208784
Heavy,0.25,4.27333672308996,0.773336480230448
Heavy,0.5,4.28831764522453,0.773336480230448
Heavy,0.75,4.3032985710035,0.773336480230448
Heavy,0.95,4.3284687298671,0.773336480230448
Light,0.25,3.43189700982854,0.79000083894076
Light,0.5,3.65120471644516,0.79000083894076
Light,0.75,3.87051242682446,0.79000083894076
Light,0.95,4.23898096851173,0.79000083894076
Fast,0.25,4.02577726739502,-0.141623212679368
Fast,0.5,4.23272608067312,-0.141623212679368
Fast,0.75,4.43967421489825,-0.141623212679368
Fast,0.95,4.78737755549791,-0.141623212679368
Saturated,0.25,2.55029635618708,0.299727019288364
Saturated,0.5,2.97109039805562,0.299727019288364
Saturated,0.75,3.39188328853586,0.299727019288364
Saturated,0.95,4.09887515896782,0.299727019288364
Unsaturated,0.25,2.99995559643305,0.450384704054146
Unsaturated,0.5,3.28093503392826,0.450384704054146
Unsaturated,0.75,3.56192029887247,0.450384704054146
Unsaturated,0.95,4.03407125713557,0.450384704054146
Ripple,0.25,3.19604758036307,0.950261935646506
Ripple,0.5,3.34432055723486,0.950261935646506
Ripple,0.75,3.49258979557552,0.950261935646506
Ripple,0.95,3.74170112194252,0.950261935646506
