Condition,resp_porp,stim_val,pr2
Grow,0.25,2.9939150884241,0.308876462689501
Grow,0.5,3.45242746280926,0.308876462689501
Grow,0.75,3.91093983811812,0.308876462689501
Grow,0.95,4.68130659911991,0.308876462689501
Shrink,0.25,3.53241234616082,0.770249186999464
Shrink,0.5,3.84595864409698,0.770249186999464
Shrink,0.75,4.15950494207161,0.770249186999464
Shrink,0.95,4.68630783068544,0.770249186999464
Delay,0.25,2.71327380840591,0.781321352427915
Delay,0.5,2.98212011364509,0.781321352427915
Delay,0.75,3.25096642779367,0.781321352427915
Delay,0.95,3.70266700599203,0.781321352427915
Heavy,0.25,2.7860407214092,0.48657283939928
Heavy,0.5,3.03583722704998,0.48657283939928
Heavy,0.75,3.28563210676396,0.48657283939928
Heavy,0.95,3.70532241685797,0.48657283939928
Light,0.25,3.07712048336978,0.538816027711329
Light,0.5,3.34502673615241,0.538816027711329
Light,0.75,3.61293298756595,0.538816027711329
Light,0.95,4.06305403049617,0.538816027711329
Slow,0.25,3.75717990806424,0.96419257153136
Slow,0.5,3.81474091041204,0.96419257153136
Slow,0.75,3.87230191427332,0.96419257153136
Slow,0.95,3.96901295769398,0.96419257153136
Fast,0.25,4.03053844945608,0.930696523788546
Fast,0.5,4.08787269366486,0.930696523788546
Fast,0.75,4.14520684026075,0.930696523788546
Fast,0.95,4.24153657813804,0.930696523788546
Saturated,0.25,2.56732397407871,0.883334991138462
Saturated,0.5,2.8226113194591,0.883334991138462
Saturated,0.75,3.0778883985086,0.883334991138462
Saturated,0.95,3.50678415279971,0.883334991138462
Unsaturated,0.25,3.3697737499992,0.97581151371983
Unsaturated,0.5,3.55713541958315,0.97581151371983
Unsaturated,0.75,3.74450464807245,0.97581151371983
Unsaturated,0.95,4.05938368418213,0.97581151371983
Ripple,0.25,3.16899986648512,0.62517189503911
Ripple,0.5,3.49232148664703,0.62517189503911
Ripple,0.75,3.81564340206259,0.62517189503911
Ripple,0.95,4.35887832834115,0.62517189503911
