Condition,prob,my_thresholds,Mcf_pR
Grow,0.25,2.12928834800525,0.599543313115735
Grow,0.5,2.47801210269393,0.599543313115735
Grow,0.75,2.8267358677417,0.599543313115735
Grow,0.95,3.41264215142991,0.599543313115735
Shrink,0.25,2.8985322521407,0.981688355461121
Shrink,0.5,3.0474108250105,0.981688355461121
Shrink,0.75,3.19628940023191,0.981688355461121
Shrink,0.95,3.44642696492923,0.981688355461121
Delay,0.25,2.49743164125399,0.942966285651445
Delay,0.5,2.63564493634034,0.942966285651445
Delay,0.75,2.77385459406342,0.942966285651445
Delay,0.95,3.00606441272482,0.942966285651445
Heavy,0.25,2.87968200061177,0.694985686823066
Heavy,0.5,3.13791646219263,0.694985686823066
Heavy,0.75,3.39615091877325,0.694985686823066
Heavy,0.95,3.83002197270134,0.694985686823066
Light,0.25,3.57999917415611,0.455305938925942
Light,0.5,3.80148585787572,0.455305938925942
Light,0.75,4.02297296852674,0.455305938925942
Light,0.95,4.39510726139453,0.455305938925942
Fast,0.25,3.96172358080088,0.961133389021044
Fast,0.5,4.03921735291937,0.961133389021044
Fast,0.75,4.11670655880897,0.961133389021044
Fast,0.95,4.24689670670883,0.961133389021044
Saturated,0.25,2.30141461270969,0.3679206866736
Saturated,0.5,2.68617653635649,0.3679206866736
Saturated,0.75,3.07093845177581,0.3679206866736
Saturated,0.95,3.71739387319357,0.3679206866736
Unsaturated,0.25,3.19911204698621,0.891090724493102
Unsaturated,0.5,3.43700432554105,0.891090724493102
Unsaturated,0.75,3.67489652757492,0.891090724493102
Unsaturated,0.95,4.07458995695601,0.891090724493102
Ripple,0.25,2.51760586544281,0.778349243967572
Ripple,0.5,2.70775950036685,0.778349243967572
Ripple,0.75,2.89791321678563,0.778349243967572
Ripple,0.95,3.21739959320375,0.778349243967572
