Condition,prob,my_thresholds,Mcf_pR
Delay,0.25,4.55983619739794,0.899086648147699
Delay,0.5,4.65125058600175,0.899086648147699
Delay,0.75,4.74266476550413,0.899086648147699
Delay,0.95,4.89625363451258,0.899086648147699
Light,0.25,4.45443095690012,0.926683270267259
Light,0.5,4.49148191483814,0.926683270267259
Light,0.75,4.52853310745139,0.926683270267259
Light,0.95,4.59078730235777,0.926683270267259
Ripple,0.25,4.25782338584752,0.928854211897116
Ripple,0.5,4.35931650872361,0.928854211897116
Ripple,0.75,4.46080795539824,0.928854211897116
Ripple,0.95,4.63132714082066,0.928854211897116
