Condition,resp_porp,stim_val,pr2
Grow,0.25,2.80933318562742,0.944539560040496
Grow,0.5,2.92892156733304,0.944539560040496
Grow,0.75,3.04851031136031,0.944539560040496
Grow,0.95,3.24944034376229,0.944539560040496
Shrink,0.25,2.27602329710511,0.444814255251757
Shrink,0.5,2.80662979045459,0.444814255251757
Shrink,0.75,3.33723661584604,0.444814255251757
Shrink,0.95,4.22873556333992,0.444814255251757
Delay,0.25,3.89890715971396,0.898265755609903
Delay,0.5,4.0471229281389,0.898265755609903
Delay,0.75,4.19533865544533,0.898265755609903
Delay,0.95,4.44436245993649,0.898265755609903
Heavy,0.25,4.11093670499563,0.489492177435572
Heavy,0.5,4.27770114141708,0.489492177435572
Heavy,0.75,4.44446557823388,0.489492177435572
Heavy,0.95,4.72465383405192,0.489492177435572
Light,0.25,3.61199537032857,0.895337831032025
Light,0.5,3.70895954141818,0.895337831032025
Light,0.75,3.80592370985793,0.895337831032025
Light,0.95,3.96883746540545,0.895337831032025
Slow,0.25,4.42702681985181,0.934195244477816
Slow,0.5,4.50040428547204,0.934195244477816
Slow,0.75,4.57378178288115,0.934195244477816
Slow,0.95,4.69706711176278,0.934195244477816
Fast,0.25,4.24119263602244,0.821583110110999
Fast,0.5,4.3380527303146,0.821583110110999
Fast,0.75,4.43491416673329,0.821583110110999
Fast,0.95,4.59766804486288,0.821583110110999
Saturated,0.25,3.19617196131608,0.950234965695816
Saturated,0.5,3.34447726626379,0.950234965695816
Saturated,0.75,3.49277855376375,0.950234965695816
Saturated,0.95,3.74194354177159,0.950234965695816
Unsaturated,0.25,3.09664793454039,0.932533415970077
Unsaturated,0.5,3.2423097238859,0.932533415970077
Unsaturated,0.75,3.38797153152055,0.932533415970077
Unsaturated,0.95,3.63270450579738,0.932533415970077
Ripple,0.25,3.51139930764236,0.922831533744781
Ripple,0.5,3.65930511202119,0.922831533744781
Ripple,0.75,3.80720965463864,0.922831533744781
Ripple,0.95,4.05570978968553,0.922831533744781
